Orig_Sequence,Satellite_Names,Launch_Date,Country_of_Operator_Owner,Launch_Site,Operator_Owner,Purpose,Orbit_Classes,Period_Hours,Period_minutes,Launch_Mass_km
2187,Starlink-1209,2020-02-17,USA,Cape Canaveral,SpaceX,Communications,LEO,1.5,90.3,227
2188,Starlink-1210,2020-02-17,USA,Cape Canaveral,SpaceX,Communications,LEO,1.5,90.3,227
2189,Starlink-1211,2020-02-17,USA,Cape Canaveral,SpaceX,Communications,LEO,1.5,90.3,227
2190,Starlink-1212,2020-02-17,USA,Cape Canaveral,SpaceX,Communications,LEO,1.5,90.3,227
2191,Starlink-1213,2020-03-18,USA,Cape Canaveral,SpaceX,Communications,LEO,1.54,92.1,227
2192,Starlink-1214,2020-02-17,USA,Cape Canaveral,SpaceX,Communications,LEO,1.51,90.8,227
2193,Starlink-1215,2020-02-17,USA,Cape Canaveral,SpaceX,Communications,LEO,1.5,90.3,227
2194,Starlink-1216,2020-02-17,USA,Cape Canaveral,SpaceX,Communications,LEO,1.5,90.3,227
2195,Starlink-1217,2020-02-17,USA,Cape Canaveral,SpaceX,Communications,LEO,1.5,90.3,227
2196,Starlink-1218,2020-02-17,USA,Cape Canaveral,SpaceX,Communications,LEO,1.5,90.3,227
2197,Starlink-1219,2020-02-17,USA,Cape Canaveral,SpaceX,Communications,LEO,1.5,90.3,227
2198,Starlink-1220,2020-02-17,USA,Cape Canaveral,SpaceX,Communications,LEO,1.5,90.3,227
2199,Starlink-1221,2020-02-17,USA,Cape Canaveral,SpaceX,Communications,LEO,1.5,90.3,227
2200,Starlink-1222,2020-02-17,USA,Cape Canaveral,SpaceX,Communications,LEO,1.5,90.3,227
2201,Starlink-1224,2020-02-17,USA,Cape Canaveral,SpaceX,Communications,LEO,1.5,90.3,227
2202,Starlink-1225,2020-02-17,USA,Cape Canaveral,SpaceX,Communications,LEO,1.5,90.3,227
2203,Starlink-1226,2020-02-17,USA,Cape Canaveral,SpaceX,Communications,LEO,1.5,90.3,227
2204,Starlink-1227,2020-02-17,USA,Cape Canaveral,SpaceX,Communications,LEO,1.5,90.3,227
2205,Starlink-1228,2020-02-17,USA,Cape Canaveral,SpaceX,Communications,LEO,1.5,90.3,227
2206,Starlink-1229,2020-02-17,USA,Cape Canaveral,SpaceX,Communications,LEO,1.5,90.3,227
2207,Starlink-1230,2020-02-17,USA,Cape Canaveral,SpaceX,Communications,LEO,1.5,90.3,227
2208,Starlink-1231,2020-02-17,USA,Cape Canaveral,SpaceX,Communications,LEO,1.5,90.3,227
2209,Starlink-1232,2020-02-17,USA,Cape Canaveral,SpaceX,Communications,LEO,1.5,90.3,227
2210,Starlink-1233,2020-02-17,USA,Cape Canaveral,SpaceX,Communications,LEO,1.5,90.3,227
2211,Starlink-1234,2020-02-17,USA,Cape Canaveral,SpaceX,Communications,LEO,1.5,90.3,227
2212,Starlink-1235,2020-02-17,USA,Cape Canaveral,SpaceX,Communications,LEO,1.5,90.3,227
2213,Starlink-1236,2020-02-17,USA,Cape Canaveral,SpaceX,Communications,LEO,1.5,90.3,227
2214,Starlink-1237,2020-02-17,USA,Cape Canaveral,SpaceX,Communications,LEO,1.5,90.3,227
2215,Starlink-1238,2020-02-17,USA,Cape Canaveral,SpaceX,Communications,LEO,1.5,90.3,227
2216,Starlink-1239,2020-02-17,USA,Cape Canaveral,SpaceX,Communications,LEO,1.5,90.3,227
2217,Starlink-1241,2020-02-17,USA,Cape Canaveral,SpaceX,Communications,LEO,1.5,90.3,227
2218,Starlink-1243,2020-02-17,USA,Cape Canaveral,SpaceX,Communications,LEO,1.5,90.3,227
2219,Starlink-1244,2020-02-17,USA,Cape Canaveral,SpaceX,Communications,LEO,1.5,90.3,227
2220,Starlink-1245,2020-02-17,USA,Cape Canaveral,SpaceX,Communications,LEO,1.5,90.3,227
2221,Starlink-1246,2020-02-17,USA,Cape Canaveral,SpaceX,Communications,LEO,1.5,89.9,227
2222,Starlink-1247,2020-02-17,USA,Cape Canaveral,SpaceX,Communications,LEO,1.5,90.3,227
2223,Starlink-1254,2020-02-17,USA,Cape Canaveral,SpaceX,Communications,LEO,1.52,91.2,227
2224,Starlink-1255,2020-03-18,USA,Cape Canaveral,SpaceX,Communications,LEO,1.54,92.2,227
2225,Starlink-1256,2020-03-18,USA,Cape Canaveral,SpaceX,Communications,LEO,1.54,92.1,227
2226,Starlink-1257,2020-03-18,USA,Cape Canaveral,SpaceX,Communications,LEO,1.54,92.1,227
2227,Starlink-1258,2020-03-18,USA,Cape Canaveral,SpaceX,Communications,LEO,1.54,92.1,227
2228,Starlink-1259,2020-03-18,USA,Cape Canaveral,SpaceX,Communications,LEO,1.54,92.1,227
2229,Starlink-1260,2020-03-18,USA,Cape Canaveral,SpaceX,Communications,LEO,1.54,92.1,227
2230,Starlink-1262,2020-03-18,USA,Cape Canaveral,SpaceX,Communications,LEO,1.58,94.6,227
2231,Starlink-1263,2020-03-18,USA,Cape Canaveral,SpaceX,Communications,LEO,1.54,92.1,227
2232,Starlink-1264,2020-03-18,USA,Cape Canaveral,SpaceX,Communications,LEO,1.54,92.1,227
2233,Starlink-1265,2020-03-18,USA,Cape Canaveral,SpaceX,Communications,LEO,1.54,92.1,227
2234,Starlink-1266,2020-03-18,USA,Cape Canaveral,SpaceX,Communications,LEO,1.54,92.1,227
2235,Starlink-1267,2020-03-18,USA,Cape Canaveral,SpaceX,Communications,LEO,1.54,92.1,227
2236,Starlink-1268,2020-03-18,USA,Cape Canaveral,SpaceX,Communications,LEO,1.54,92.1,227
2237,Starlink-1269,2020-02-17,USA,Cape Canaveral,SpaceX,Communications,LEO,1.52,91.0,227
2238,Starlink-1270,2020-02-17,USA,Cape Canaveral,SpaceX,Communications,LEO,1.5,90.3,227
2239,Starlink-1271,2020-02-17,USA,Cape Canaveral,SpaceX,Communications,LEO,1.5,90.3,227
2240,Starlink-1272,2020-03-18,USA,Cape Canaveral,SpaceX,Communications,LEO,1.54,92.1,227
2241,Starlink-1273,2020-03-18,USA,Cape Canaveral,SpaceX,Communications,LEO,1.58,94.6,227
2242,Starlink-1274,2020-03-18,USA,Cape Canaveral,SpaceX,Communications,LEO,1.54,92.1,227
2243,Starlink-1275,2020-03-18,USA,Cape Canaveral,SpaceX,Communications,LEO,1.54,92.1,227
2244,Starlink-1276,2020-03-18,USA,Cape Canaveral,SpaceX,Communications,LEO,1.58,94.5,227
2245,Starlink-1277,2020-03-18,USA,Cape Canaveral,SpaceX,Communications,LEO,1.58,94.5,227
2246,Starlink-1278,2020-03-18,USA,Cape Canaveral,SpaceX,Communications,LEO,1.57,94.0,227
2247,Starlink-1279,2020-03-18,USA,Cape Canaveral,SpaceX,Communications,LEO,1.54,92.1,227
2248,Starlink-1280,2020-03-18,USA,Cape Canaveral,SpaceX,Communications,LEO,1.57,94.1,227
2249,Starlink-1281,2020-03-18,USA,Cape Canaveral,SpaceX,Communications,LEO,1.58,94.6,227
2250,Starlink-1282,2020-03-18,USA,Cape Canaveral,SpaceX,Communications,LEO,1.54,92.1,227
2251,Starlink-1283,2020-03-18,USA,Cape Canaveral,SpaceX,Communications,LEO,1.54,92.1,227
2252,Starlink-1284,2020-03-18,USA,Cape Canaveral,SpaceX,Communications,LEO,1.54,92.1,227
2253,Starlink-1285,2020-03-18,USA,Cape Canaveral,SpaceX,Communications,LEO,1.54,92.1,227
2254,Starlink-1286,2020-03-18,USA,Cape Canaveral,SpaceX,Communications,LEO,1.58,94.5,227
2255,Starlink-1287,2020-03-18,USA,Cape Canaveral,SpaceX,Communications,LEO,1.57,94.4,227
2256,Starlink-1288,2020-03-18,USA,Cape Canaveral,SpaceX,Communications,LEO,1.58,94.6,227
2257,Starlink-1289,2020-03-18,USA,Cape Canaveral,SpaceX,Communications,LEO,1.54,92.1,227
2258,Starlink-1290,2020-03-18,USA,Cape Canaveral,SpaceX,Communications,LEO,1.54,92.1,227
2259,Starlink-1291,2020-03-18,USA,Cape Canaveral,SpaceX,Communications,LEO,1.54,92.1,227
2260,Starlink-1292,2020-03-18,USA,Cape Canaveral,SpaceX,Communications,LEO,1.54,92.1,227
2261,Starlink-1293,2020-03-18,USA,Cape Canaveral,SpaceX,Communications,LEO,1.54,92.1,227
2262,Starlink-1295,2020-03-18,USA,Cape Canaveral,SpaceX,Communications,LEO,1.57,94.4,227
2263,Starlink-1296,2020-03-18,USA,Cape Canaveral,SpaceX,Communications,LEO,1.54,92.1,227
2264,Starlink-1297,2020-03-18,USA,Cape Canaveral,SpaceX,Communications,LEO,1.54,92.1,227
2265,Starlink-1298,2020-03-18,USA,Cape Canaveral,SpaceX,Communications,LEO,1.54,92.1,227
2266,Starlink-1299,2020-03-18,USA,Cape Canaveral,SpaceX,Communications,LEO,1.57,94.0,227
2267,Starlink-1300,2020-03-18,USA,Cape Canaveral,SpaceX,Communications,LEO,1.58,94.6,227
2268,Starlink-1301,2020-03-18,USA,Cape Canaveral,SpaceX,Communications,LEO,1.54,92.1,227
2269,Starlink-1302,2020-03-18,USA,Cape Canaveral,SpaceX,Communications,LEO,1.58,94.6,227
2270,Starlink-1303,2020-03-18,USA,Cape Canaveral,SpaceX,Communications,LEO,1.54,92.1,227
2271,Starlink-1304,2020-03-18,USA,Cape Canaveral,SpaceX,Communications,LEO,1.58,94.6,227
2272,Starlink-1305,2020-03-18,USA,Cape Canaveral,SpaceX,Communications,LEO,1.58,94.5,227
2273,Starlink-1306,2020-03-18,USA,Cape Canaveral,SpaceX,Communications,LEO,1.57,94.3,227
2274,Starlink-1307,2020-03-18,USA,Cape Canaveral,SpaceX,Communications,LEO,1.54,92.1,227
2275,Starlink-1308,2020-03-18,USA,Cape Canaveral,SpaceX,Communications,LEO,1.58,94.5,227
2276,Starlink-1309,2020-03-18,USA,Cape Canaveral,SpaceX,Communications,LEO,1.54,92.1,227
2277,Starlink-1310,2020-03-18,USA,Cape Canaveral,SpaceX,Communications,LEO,1.58,94.5,227
2278,Starlink-1311,2020-03-18,USA,Cape Canaveral,SpaceX,Communications,LEO,1.53,91.9,227
2279,Starlink-1312,2020-03-18,USA,Cape Canaveral,SpaceX,Communications,LEO,1.54,92.1,227
2280,Starlink-1313,2020-03-18,USA,Cape Canaveral,SpaceX,Communications,LEO,1.54,92.1,227
2281,Starlink-1316,2020-03-18,USA,Cape Canaveral,SpaceX,Communications,LEO,1.54,92.1,227
2282,Starlink-1317,2020-03-18,USA,Cape Canaveral,SpaceX,Communications,LEO,1.54,92.1,227
2283,Starlink-1318,2020-03-18,USA,Cape Canaveral,SpaceX,Communications,LEO,1.54,92.1,227
2284,Starlink-1319,2020-03-18,USA,Cape Canaveral,SpaceX,Communications,LEO,1.58,94.6,227
2285,Starlink-21 ,2019-05-24,USA,Cape Canaveral,SpaceX,Communications,LEO,1.6,95.7,227
2286,Starlink-22 ,2019-05-24,USA,Cape Canaveral,SpaceX,Communications,LEO,1.6,95.7,227
2287,Starlink-23 ,2019-05-24,USA,Cape Canaveral,SpaceX,Communications,LEO,1.6,95.7,227
2288,Starlink-24 ,2019-05-24,USA,Cape Canaveral,SpaceX,Communications,LEO,1.6,95.7,227
2289,Starlink-25 ,2019-05-24,USA,Cape Canaveral,SpaceX,Communications,LEO,1.6,95.7,227
2290,Starlink-26 ,2019-05-24,USA,Cape Canaveral,SpaceX,Communications,LEO,1.6,95.7,227
2291,Starlink-27 ,2019-05-24,USA,Cape Canaveral,SpaceX,Communications,LEO,1.6,95.7,227
2292,Starlink-28 ,2019-05-24,USA,Cape Canaveral,SpaceX,Communications,LEO,1.6,95.7,227
2293,Starlink-29 ,2019-05-24,USA,Cape Canaveral,SpaceX,Communications,LEO,1.6,95.7,227
2294,Starlink-30 ,2019-05-24,USA,Cape Canaveral,SpaceX,Communications,LEO,1.6,95.7,227
2295,Starlink-31,2019-05-24,USA,Cape Canaveral,SpaceX,Communications,LEO,1.6,95.7,227
2296,Starlink-32 ,2019-05-24,USA,Cape Canaveral,SpaceX,Communications,LEO,1.6,95.7,227
2297,Starlink-33 ,2019-05-24,USA,Cape Canaveral,SpaceX,Communications,LEO,1.6,95.7,227
2298,Starlink-34 ,2019-05-24,USA,Cape Canaveral,SpaceX,Communications,LEO,1.6,95.7,227
2299,Starlink-35 ,2019-05-24,USA,Cape Canaveral,SpaceX,Communications,LEO,1.6,95.7,227
2300,Starlink-36 ,2019-05-24,USA,Cape Canaveral,SpaceX,Communications,LEO,1.6,95.7,227
2301,Starlink-37 ,2019-05-24,USA,Cape Canaveral,SpaceX,Communications,LEO,1.6,95.7,227
2302,Starlink-38 ,2019-05-24,USA,Cape Canaveral,SpaceX,Communications,LEO,1.6,95.7,227
2303,Starlink-39 ,2019-05-24,USA,Cape Canaveral,SpaceX,Communications,LEO,1.6,95.7,227
2304,Starlink-40 ,2019-05-24,USA,Cape Canaveral,SpaceX,Communications,LEO,1.6,95.7,227
2305,Starlink-41 ,2019-05-24,USA,Cape Canaveral,SpaceX,Communications,LEO,1.6,95.7,227
2306,Starlink-42 ,2019-05-24,USA,Cape Canaveral,SpaceX,Communications,LEO,1.6,95.7,227
2307,Starlink-43 ,2019-05-24,USA,Cape Canaveral,SpaceX,Communications,LEO,1.6,95.7,227
2308,Starlink-44 ,2019-05-24,USA,Cape Canaveral,SpaceX,Communications,LEO,1.6,95.7,227
2309,Starlink-45,2019-05-24,USA,Cape Canaveral,SpaceX,Communications,LEO,1.6,95.7,227
2310,Starlink-48 ,2019-05-24,USA,Cape Canaveral,SpaceX,Communications,LEO,1.6,95.7,227
2311,Starlink-49 ,2019-05-24,USA,Cape Canaveral,SpaceX,Communications,LEO,1.6,95.7,227
2312,Starlink-50 ,2019-05-24,USA,Cape Canaveral,SpaceX,Communications,LEO,1.6,95.7,227
2313,Starlink-51 ,2019-05-24,USA,Cape Canaveral,SpaceX,Communications,LEO,1.6,95.7,227
2314,Starlink-53 ,2019-05-24,USA,Cape Canaveral,SpaceX,Communications,LEO,1.6,95.7,227
2315,Starlink-54 ,2019-05-24,USA,Cape Canaveral,SpaceX,Communications,LEO,1.6,95.7,227
2316,Starlink-55 ,2019-05-24,USA,Cape Canaveral,SpaceX,Communications,LEO,1.6,95.7,227
2317,Starlink-56 ,2019-05-24,USA,Cape Canaveral,SpaceX,Communications,LEO,1.6,95.7,227
2318,Starlink-57 ,2019-05-24,USA,Cape Canaveral,SpaceX,Communications,LEO,1.6,95.7,227
2319,Starlink-58 ,2019-05-24,USA,Cape Canaveral,SpaceX,Communications,LEO,1.6,95.7,227
2320,Starlink-59 ,2019-05-24,USA,Cape Canaveral,SpaceX,Communications,LEO,1.6,95.7,227
2321,Starlink-61,2019-05-24,USA,Cape Canaveral,SpaceX,Communications,LEO,1.6,95.7,227
2322,Starlink-62 ,2019-05-24,USA,Cape Canaveral,SpaceX,Communications,LEO,1.6,95.7,227
2323,Starlink-63 ,2019-05-24,USA,Cape Canaveral,SpaceX,Communications,LEO,1.6,95.7,227
2324,Starlink-64 ,2019-05-24,USA,Cape Canaveral,SpaceX,Communications,LEO,1.6,95.7,227
2325,Starlink-65 ,2019-05-24,USA,Cape Canaveral,SpaceX,Communications,LEO,1.6,95.7,227
2326,Starlink-66 ,2019-05-24,USA,Cape Canaveral,SpaceX,Communications,LEO,1.6,95.7,227
2327,Starlink-67 ,2019-05-24,USA,Cape Canaveral,SpaceX,Communications,LEO,1.6,95.7,227
2328,Starlink-68 ,2019-05-24,USA,Cape Canaveral,SpaceX,Communications,LEO,1.6,95.7,227
2329,Starlink-69 ,2019-05-24,USA,Cape Canaveral,SpaceX,Communications,LEO,1.6,95.7,227
2330,Starlink-70 ,2019-05-24,USA,Cape Canaveral,SpaceX,Communications,LEO,1.6,95.7,227
2331,Starlink-71 ,2019-05-24,USA,Cape Canaveral,SpaceX,Communications,LEO,1.6,95.7,227
2332,Starlink-72 ,2019-05-24,USA,Cape Canaveral,SpaceX,Communications,LEO,1.6,95.7,227
2333,Starlink-73 ,2019-05-24,USA,Cape Canaveral,SpaceX,Communications,LEO,1.6,95.7,227
2334,Starlink-74 ,2019-05-24,USA,Cape Canaveral,SpaceX,Communications,LEO,1.6,95.7,227
2335,Starlink-75,2019-05-24,USA,Cape Canaveral,SpaceX,Communications,LEO,1.6,95.7,227
2336,Starlink-76 ,2019-05-24,USA,Cape Canaveral,SpaceX,Communications,LEO,1.6,95.7,227
2337,Starlink-77 ,2019-05-24,USA,Cape Canaveral,SpaceX,Communications,LEO,1.6,95.7,227
2338,Starlink-78 ,2019-05-24,USA,Cape Canaveral,SpaceX,Communications,LEO,1.6,95.7,227
2339,Starlink-79 ,2019-05-24,USA,Cape Canaveral,SpaceX,Communications,LEO,1.6,95.7,227
2340,Starlink-81 ,2019-05-24,USA,Cape Canaveral,SpaceX,Communications,LEO,1.6,95.7,227
2341,Starlnk-1090,2020-01-07,USA,Cape Canaveral,SpaceX,Communications,LEO,1.5,90.3,227
2342,Step Cube Lab (Space Technology Experimental Project CubeSat Laboratory),2018-01-11,South Korea,Satish Dhawan Space Centre,Chosun University,Technology Development,LEO,1.58,94.5,1
2343,STF-1 (Simulation-to-Flight-1),2018-12-16,USA,Rocket Lab Launch Complex 1,West Virginia University,Technology Development,LEO,1.58,94.6,4
2344,STPSat-3 (Space Test Program Satellite-3) ,2013-11-19,USA,Wallops Island Flight Facility,USAF Space Test Program,Technology Development,LEO,1.58,94.66,137
2345,STPSat-4 (Space Test Program Satellite-4),2020-01-28,USA,International Space Station,USAF Space Test Program,Technology Development,LEO,1.55,92.9,10
2346,STPSat-5 (Space Test Program Satellite-5),2018-12-03,USA,Vandenberg AFB,USAF Space Test Program,Technology Development,LEO,1.6,96.3,50
2347,"STRaND-1 (Surrey Training, Research and Nanosatellite Demonstrator 1)",2013-02-25,United Kingdom,Satish Dhawan Space Centre,Surrey Satellite Technology Ltd.,Technology Development,LEO,1.67,100.4,4
2348,Strela 3 (Cosmos 2385),2001-12-27,Russia,Plesetsk Cosmodrome,Ministry of Defense,Communications,LEO,1.9,114.2,225
2349,Strela 3 (Cosmos 2386),2001-12-27,Russia,Plesetsk Cosmodrome,Ministry of Defense,Communications,LEO,1.9,114.2,225
2350,Strela 3 (Cosmos 2390),2002-07-08,Russia,Plesetsk Cosmodrome,Ministry of Defense,Communications,LEO,1.93,115.7,225
2351,Strela 3 (Cosmos 2391),2002-07-08,Russia,Plesetsk Cosmodrome,Ministry of Defense,Communications,LEO,1.93,115.7,225
2352,Strela 3 (Cosmos 2400),2003-08-19,Russia,Plesetsk Cosmodrome,Ministry of Defense,Communications,LEO,1.93,115.7,225
2353,Strela 3 (Cosmos 2401),2003-08-19,Russia,Plesetsk Cosmodrome,Ministry of Defense,Communications,LEO,1.93,115.6,225
2354,Strela 3 (Cosmos 2408),2004-09-23,Russia,Plesetsk Cosmodrome,Ministry of Defense,Communications,LEO,1.92,115.5,225
2355,Strela 3 (Cosmos 2409),2004-09-23,Russia,Plesetsk Cosmodrome,Ministry of Defense,Communications,LEO,1.93,115.6,225
2356,STSat-2C,2013-01-30,South Korea,Naro Space Center,Korea Aerospace Research Institute (KARI),Technology Development,LEO,1.71,102.77,93
2357,"STSS ATRR (Space Tracking and Surveillance System Advanced Technology Risk Reduction Satellite, USA 205)",2009-05-05,USA,Vandenberg AFB,Missile Defense Agency (MDA),Technology Development,LEO,1.71,102.41,0
2358,STSS Demo-1 (Space Tracking and Surveillance System Demonstrator),2009-09-25,USA,Cape Canaveral,Missile Defense Agency (MDA),Technology Development,LEO,1.88,112.68,"2,240"
2359,STSS Demo-2 (Space Tracking and Surveillance System Demonstrator),2009-09-25,USA,Cape Canaveral,Missile Defense Agency (MDA),Technology Development,LEO,1.88,112.58,"2,240"
2360,Suomi-100,2018-12-03,Finland,Vandenberg AFB,Aalto University,Technology Development,LEO,1.6,96.3,1
2361,Beidou DW 29,2018-02-12,China,Xichang Satellite Launch Center,Chinese Defense Ministry,Navigation/Global Positioning,MEO,12.89,773.2,800
2362,GOES 17 (Geostationary Operational Environmental Satellite GOES-S),2018-03-01,USA,Cape Canaveral,NOAA (National Oceanographic and Atmospheric Administration),Earth Observation,GEO,23.93,1436.09,"5,211"
2363,Superview 1-01 (GaoJing 1-01),2016-12-28,China,Taiyuan Launch Center,Beijing Space View Technology,Earth Observation,LEO,1.56,93.3,560
2364,Superview 1-02 (GaoJing 1-02),2016-12-28,China,Taiyuan Launch Center,Beijing Space View Technology,Earth Observation,LEO,1.56,93.4,560
2365,Superview 1-03 (GaoJing 1-03),2018-01-08,China,Taiyuan Launch Center,Beijing Space View Technology,Earth Observation,LEO,1.58,95.1,560
2366,Superview 1-04  (GaoJing 1-04),2018-01-08,China,Taiyuan Launch Center,Beijing Space View Technology,Earth Observation,LEO,1.58,95.0,560
2367,Swampsat-2,2020-01-31,USA,Cygnus,University of Florida,Technology Development,LEO,1.57,93.9,5
2368,SWARM-A,2013-11-22,ESA,Plesetsk Cosmodrome,European Space Agency (ESA),Earth Observation,LEO,1.57,93.9,468
2369,SWARM-B,2013-11-22,ESA,Plesetsk Cosmodrome,European Space Agency (ESA),Earth Observation,LEO,1.57,93.9,468
2370,SWARM-C,2013-11-22,ESA,Plesetsk Cosmodrome,European Space Agency (ESA),Earth Observation,LEO,1.57,94.0,468
2371,Swayam,2016-06-22,India,Satish Dhawan Space Centre,"College of Engineering, Pune",Technology Development,LEO,1.58,94.7,1
2372,Swiatowid,2019-07-12,Poland,International Space Station,SatRevolution,Earth Observation,LEO,1.55,92.8,3
2373,Swift ,2004-11-20,USA/United Kingdom/Italy,Cape Canaveral,Goddard Space Flight Center/Penn State University,Space Science,LEO,1.6,96.3,"1,463"
2374,SwissCube,2009-09-23,Switzerland,Satish Dhawan Space Centre,Ecole Polytechnique Fédérale de Lausanne (EPFL),Technology Development,LEO,1.65,99.1,1
2375,Hispasat 30W-6 (Hispasat 1F),2018-03-06,Spain,Cape Canaveral,Hispasat,Communications,GEO,23.94,1436.11,"6,100"
2376,Beidou DW 30,2018-03-29,China,Xichang Satellite Launch Center,Chinese Defense Ministry,Navigation/Global Positioning,MEO,12.89,773.2,800
2377,TacSat 4,2011-09-27,USA,Kodiak Launch Complex,Naval Research Laboratory,Technology Development,Elliptical,3.92,235.16,450
2378,TacSat 6,2013-12-05,USA,Vandenberg AFB,Operational Responsive Space (ORS) Office,Technology Development,LEO,1.63,98.0,0
2379,TanDEM-X (TerraSAR-X add-on for Digital Elevation Measurement),2010-06-21,Germany,Baikonur Cosmodrome,German Aerospace Center (DLR)/Astrium,Earth Observation,LEO,1.58,94.8,"1,350"
2380,Tangguo Guan (Candy Can),2018-10-24,China,Taiyuan Launch Center,Alibaba,Communications,LEO,1.68,100.6,25
2381,"Tango (part of Cluster quartet, Cluster 2 FM8)",2000-08-09,ESA,Baikonur Cosmodrome,European Space Agency (ESA) (and 250 international scientific investigators),Space Science,Elliptical,57.37,3442.0,"1,200"
2382,"TanSat (Tan Weixing, Carbon Satellite)",2016-12-21,China,Jiuquan Satellite Launch Center,China Meteorological Administration,Earth Observation,LEO,1.65,98.86,620
2383,Tanyusha No. 3 (Radioskaf 8),2018-08-15,Russia,International Space Station,Southwestern State University,Technology Development,LEO,1.54,92.6,5
2384,Tanyusha No. 4 (Radioskaf 9),2018-08-15,Russia,International Space Station,Southwestern State University,Technology Development,LEO,1.54,92.6,5
2385,Beidou DW 31,2018-03-29,China,Xichang Satellite Launch Center,Chinese Defense Ministry,Navigation/Global Positioning,MEO,12.89,773.2,800
2386,HYLAS  4 (Highly Adaptable Satellite),2018-04-05,United Kingdom,Guiana Space Center,"Avanti Communications, PLC",Communications,GEO,23.94,1436.1,"4,050"
2387,Superbird 8/DSN-1 (Kirameki 1),2018-04-05,Japan,Guiana Space Center,Sky Perfect JSAT Corporation/DSN Corp.,Communications,GEO,23.94,1436.1,"5,348"
2388,IRNSS-1I (Indian Regional Navigation Satellite System),2018-04-11,India,Satish Dhawan Space Centre,Indian Space Research Organization (ISRO),Navigation/Regional Positioning,GEO,23.94,1436.1,"1,425"
2389,"CBAS-1 (USA 283, Continuous Broadcast Augmenting SATCOM-1)",2018-04-14,USA,Cape Canaveral,US Air Force,Communications,GEO,23.94,1436.1,0
2390,Blagovest-12L (Cosmos 2526),2018-04-18,Russia,Baikonur Cosmodrome,Ministry of Defense,Communications,GEO,23.93,1436.0,"3,000"
2391,TESS (Transiting Exoplanet Survey Satellite),2018-04-18,USA,Cape Canaveral,National Aeronautics  and Space Administration (NASA),Space Science,Elliptical,145.97,8758.0,362
2392,Apstar 6C,2018-05-03,China,Xichang Satellite Launch Center,APT Satellite Holdings Ltd.,Communications,GEO,23.94,1436.1,0
2393,Bangabandhu 1 ,2018-05-11,Bangladesh,Cape Canaveral,Bangladesh Telecommunication Regulatory Commission (BTRC),Communications,GEO,23.93,1436.06,"3,500"
2394,SES-12,2018-06-04,Luxembourg,Cape Canaveral,SES S.A.,Communications,GEO,23.93,1436.0,"5,300"
2395,Fengyun 2H (FY 2H),2018-06-05,China,Xichang Satellite Launch Center,China Meteorological Administration,Earth Observation,GEO,23.94,1436.1,"1,380"
2396,Technosat,2017-07-14,Germany,Baikonur Cosmodrome,Technical University Berlin,Technology Demonstration,LEO,1.61,96.6,18
